symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Yipf2,9,-0.9473314407556446,5.339594703868685,-3.9008718382410383,2.1553445799447356e-4,0.011405659514855093,0.5300592778433062,FALSE
Fcer2a,8,0.7403063629273561,6.300075960098727,3.920842769701063,2.013771207834179e-4,0.010834089098147882,0.5138495078172891,FALSE
Tma7,9,-0.46197411829525237,8.582832825653904,-3.990249377577089,1.587922424799038e-4,0.009099077373818865,0.5065789288410283,FALSE
Zfp706,15,-0.48276645988168365,8.128524724111973,-3.9716836251332377,1.692486321867791e-4,0.009434677693863053,0.4874607395520423,FALSE
Ssr3,3,-0.5241525821373711,7.521005801118509,-3.94722528723685,1.8403692942114852e-4,0.010047422309677522,0.46460299440109054,FALSE
Neat1,19,-0.49714920786277617,8.51305959590097,-3.971216217350301,1.6952023117845633e-4,0.009434677693863053,0.45129029956333255,FALSE
Nbeal2,9,0.8308279207896252,5.463845594513616,3.8684214158337706,2.4059427870957824e-4,0.012262710500123977,0.42543048685201335,FALSE
Glul,1,0.6208822998265839,6.679904116686879,3.9028473909411554,2.1409254606069363e-4,0.011391605582701962,0.41034680491544506,FALSE
Ap2m1,16,-0.48320279512794606,8.066209588205368,-3.9445661450634413,1.8571753339862416e-4,0.010047422309677522,0.40558029473645796,FALSE
Dpp3,19,-0.6316261884420635,6.666289212016328,-3.8922380668431824,2.2194603777223086e-4,0.011617975296142074,0.3915504734823614,FALSE
Mki67,7,-0.4462463519498989,8.920221036220694,-3.9557537480588714,1.7874478341327928e-4,0.009835025469171572,0.3658191733583971,FALSE
Cog7,7,-1.2292039818702487,4.555511944833856,-3.865626974054685,2.428782306908263e-4,0.01231430778015687,0.34846750501459134,FALSE
Hmgn1,16,-0.5195677619345975,7.497179105758622,-3.9082284511238408,2.102117839473287e-4,0.011246911136717852,0.3436625336668131,FALSE
Serinc5,13,-1.0107369430662594,5.1461905550900156,-3.83152834901074,2.724747527612213e-4,0.013601265493503437,0.3204094992972877,FALSE
S100a4,3,0.5615694343688693,7.189217567116592,3.8712416898321416,2.383100814359762e-4,0.012210554648814782,0.2499378321985617,FALSE
Pnp,14,0.5173937686242223,7.559433217477081,3.8806642904790363,2.3082823023458883e-4,0.011890109476551905,0.23868558586447985,FALSE
Mir142hg,11,0.5523757791947626,6.986884195850634,3.843516518755611,2.616961815698385e-4,0.01319930115792873,0.1870516846291661,FALSE
Nuggc,14,-1.5580653327673168,4.156755421126119,-3.884754935870697,2.2765066914642642e-4,0.011789139465315474,0.18314722752718726,FALSE
Ngrn,7,-0.9292335102603655,5.225600233183755,-3.780997889813483,3.227571172442625e-4,0.01570643177584642,0.17474405756955846,FALSE
Irf4,13,-0.594134319683409,7.226113916388419,-3.8168525088108836,2.8624878236235173e-4,0.014092149963910394,0.08904551480185852,FALSE
Abhd17a,10,0.6018222491565037,6.520210514193332,3.7927437389411307,3.1033284929357906e-4,0.015178097538176866,0.08715750970648273,FALSE
Hspa5,2,-0.39387755901831945,9.709306546810648,-3.8860937576838475,2.2661982549072597e-4,0.011789139465315474,0.0701314871830494,FALSE
Slc39a7,17,-0.4975377626369557,7.61904894267293,-3.81641001260648,2.866742609345671e-4,0.014092149963910394,0.0401391052443536,FALSE
Ifi47,11,0.6240384137242723,6.388635454265021,3.7665847530582317,3.3865287873601987e-4,0.01601562289911637,0.024045073625062585,FALSE
