symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
Pycr1,11,-0.9598778855030776,2.0696441000253234,-4.373213794495923,7.040508794484321e-4,0.028929354143615704,-0.27282981653081606
Arfgap3,15,-0.5155997353498103,5.136692396864117,-4.690935281352497,3.899058252032511e-4,0.020488622309325803,-0.28924832439125403
Lcn2,2,0.4847300279017279,5.77887320971542,4.728920843650782,3.636002449964352e-4,0.019705072386729885,-0.29583080054874067
Gm11998,11,-1.05443920670182,1.4819403328694927,-4.322151368612517,7.750176032341663e-4,0.03007068300548565,-0.30497503611587007
Lrrn1,6,0.7578363280793234,2.507309422075858,4.39616389631784,6.743702487584939e-4,0.0284641021000408,-0.305524897920467
Rbm45,2,0.7288253645333032,2.609675845321483,4.400608835307852,6.687725169359632e-4,0.0284641021000408,-0.3153325128764184
Tgtp2,11,0.7166095183876591,2.917489284415331,4.421094668778086,6.435864040148854e-4,0.028062044313170213,-0.3351645873130007
Alkbh5,11,0.3934013365559368,5.222630859208024,4.676404874522683,4.004830153049158e-4,0.020618714011044623,-0.335925449890647
Nr2f2,7,0.500853149667102,4.534866187925805,4.6019324511674355,4.595537985776694e-4,0.02286835370914752,-0.3481174210921374
Oosp1,19,-0.8599455907638078,2.8259946460613707,-4.401129709632855,6.68119698040329e-4,0.0284641021000408,-0.34954068222687873
Rnaset2a,17,0.4655627857180713,4.797138115410784,4.6285482069732105,4.3746994337684876e-4,0.022266055749211016,-0.35052773788591374
Pin4,X,-0.3662956686015306,6.006134267267608,-4.7073819526056,3.782821453112976e-4,0.02033608352263867,-0.35405176124480864
Gm9844,7,-0.777333710509029,2.5746802969892166,-4.364721096316729,7.153727470153305e-4,0.028929354143615704,-0.3721159130805365
Abhd17b,19,-0.45739213870997375,4.460778723141576,-4.577969804457134,4.8042299477503637e-4,0.023478416896058233,-0.3786002039821543
Alpl,4,-1.0165185247387165,2.612570472696699,-4.361724451515787,7.194123092088536e-4,0.028929354143615704,-0.3790821274559475
Gm7324,14,1.2470501474829931,1.4759815988998897,4.278759517192881,8.411010638545234e-4,0.03155803443846714,-0.379606105620101
Lamtor5,3,-0.3529670655987136,6.0725984514192035,-4.685896302924594,3.9354070422219087e-4,0.020488622309325803,-0.3980117499166882
Ssr4,X,-0.49708394664321087,8.236997053519973,-4.578902368258724,4.795927598729521e-4,0.023478416896058233,-0.4155952551495812
Dennd5b,6,-0.6128731930655924,3.6289318907017853,-4.447987423082073,6.120008594290703e-4,0.027143616783605794,-0.44060959568904945
Srprb,9,-0.4379822716277655,5.173885633795521,-4.614478186853993,4.490039518225596e-4,0.022609647198987066,-0.4420977323407902
Dnlz,2,-0.4306997497365348,4.649768538539581,-4.56222972650395,4.946624249351317e-4,0.02373315849527481,-0.4456416413679394
Cox5a,9,-0.40557768018804907,8.032877034170266,-4.566239993539803,4.909935582492563e-4,0.02364186967886527,-0.46912530876934255
Filip1,9,-1.1026361474789073,1.41699378296802,-4.2255951311886735,9.300437223735135e-4,0.03346657330024692,-0.469755740267666
Gm6566,12,-1.3348175301980107,0.8347729794964971,-4.209498473453145,9.588383368077602e-4,0.033865461679442425,-0.4899663890123698
Adam8,7,0.4723571325886411,4.382773069657659,4.511687167952176,5.434089826304911e-4,0.025378886398515082,-0.49019165407560283
Ap5s1,2,-0.48659562469139495,4.045755091714453,-4.473444039204459,5.835751467133392e-4,0.026570533720764483,-0.4916033121701
Zfp931,2,1.0834869950627368,1.270624598256795,4.207577505294084,9.623353442623218e-4,0.03389952873235642,-0.49455383538103703
Paip1,13,0.5912776889348028,3.543876754159727,4.409507629343234,6.577093637324167e-4,0.028308995314862154,-0.49681408457976417
Ppme1,7,0.5197862583286197,3.837129951589873,4.444858026034513,6.155925869469053e-4,0.027143616783605794,-0.5011360147189876
Cela1,15,-0.3687975009843658,5.8057173951552326,-4.620900759457038,4.4370044557857403e-4,0.02249762941104088,-0.5033518262493368
Fhl3,4,1.0414252685672123,1.6503595123848727,4.212956363443757,9.525763307665981e-4,0.0337925281193071,-0.5126137835863318
Nr2f6,8,0.4829376266741612,4.170275737009647,4.46936969883964,5.880314159896112e-4,0.026682672998091305,-0.5262423331366577
Gm15513,5,-1.2518137203947322,1.102601240700479,-4.178253885837079,0.001017374367120442,0.03439033656129858,-0.5386672585429286
Cirbp,10,-0.4784388023720698,5.349099027454695,-4.574369742533439,4.836419980075357e-4,0.023478416896058233,-0.5411321621946339
Tnfrsf13c,15,-0.37950822903765946,5.284780212402574,-4.569034579508807,4.884535257941635e-4,0.023604472549749723,-0.545189955943151
Zfp809,9,0.6119705655656396,3.2576123122759024,4.342916351763125,7.453087041797303e-4,0.02942980033672528,-0.5543737375758973
Dusp22,13,-0.5900095943739174,3.6517736751832235,-4.391232387235732,6.806373143544095e-4,0.0284641021000408,-0.5554368211214022
Nelfcd,2,-0.3757095974396263,6.023058874637643,-4.598061638157944,4.6286032780139497e-4,0.022947586473886936,-0.5614191831926698
Wdr89,12,0.46235142837405263,5.69439334329548,4.5758700739707034,4.82297770781932e-4,0.023478416896058233,-0.5785345157980295
Aicda,6,-1.210145873122952,1.9434029203211025,-4.1899214409288605,9.950974954789917e-4,0.0343833764647496,-0.5803901018369659
Adrm1,2,-0.42582760912501705,5.161487572670641,-4.537251171956832,5.181617441477784e-4,0.024596145770078588,-0.5867402906903116
Slc39a11,11,-0.5408799568228662,3.7054278347798024,-4.376981659281312,6.990871328503205e-4,0.028929354143615704,-0.5958230606875858
Ngrn,7,-0.44666922155514577,4.756705468073882,-4.494225173897888,5.613824615648317e-4,0.02591264010519599,-0.5963055481598474
Arid3a,10,-0.5289908283011222,3.8856468082637017,-4.395250955714757,6.755259286075854e-4,0.0284641021000408,-0.6024812277349119
Coro2b,9,-0.9639582328376965,2.0122045397782444,-4.182064108966131,0.0010100437249696394,0.0343833764647496,-0.6123188171959546
Epcam,17,0.8619931873606981,2.6320352493754418,4.229029604827037,9.240158722187247e-4,0.033429395852756345,-0.6350364487576465
Sec23b,2,-0.34718444992499453,6.002106999927229,-4.548918819730808,5.070446553506363e-4,0.024154091660226397,-0.6540887734367224
Fam107b,2,-0.3439321366215671,6.439342592048302,-4.554162045661467,5.021294215092719e-4,0.02400537298686826,-0.6544532120215578
1700017B05Rik,9,-0.4006881514389029,5.458866037652026,-4.506025697876571,5.491702300913869e-4,0.025524974652789252,-0.6856838626229207
Arhgap27os3,11,0.5747917787590326,3.2974840990813163,4.261948123843313,8.68238546273974e-4,0.03203213057374901,-0.7160573096409824
Hist1h1c,13,-0.4502559726797255,5.5731408365556945,-4.495646097483639,5.598972270003322e-4,0.02591264010519599,-0.7183428420953213
Smarce1,11,-0.3590664069478393,5.984562628528031,-4.510974056301136,5.44131211442838e-4,0.025378886398515082,-0.7251676688266828
Zbp1,2,-0.43749616490311016,4.988554301313854,-4.445098879146196,6.153153795223524e-4,0.027143616783605794,-0.7319154456410137
Mrm1,11,0.3952619714694743,5.089450352610603,4.453560833276113,6.056575134054908e-4,0.027114820984768893,-0.7363073469349555
Ccne2,4,0.4224760944446073,4.687705095782332,4.412765673347856,6.537062580605371e-4,0.028227457969026936,-0.7376307744439341
Galns,8,-0.5411356000457404,3.7128378483360724,-4.3029175529340185,8.036240212492058e-4,0.030823241113013954,-0.7381975204200444
Gm2a,11,0.3705955215257015,7.540766654855309,4.460596292059296,5.977469257528122e-4,0.026850470966869613,-0.738319719072627
Ubxn4,1,-0.3573434689635606,5.433806634339758,-4.476767527445713,5.799659439802217e-4,0.026570533720764483,-0.738894398298422
