symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Sapcd2,2,-0.6768246370443074,3.9487481342688753,-4.5693942497561935,5.140362123058114e-4,0.036261736355579166,-0.278335759703797,FALSE
Gm3435,17,1.1288005027327008,1.6573062837303425,4.355108779256548,7.632783409465693e-4,0.04452536318019882,-0.2807188344562146,FALSE
Atat1,17,-0.6045972184418997,3.806517561698144,-4.553054023547794,5.296680040712574e-4,0.03701695905872191,-0.2810016633684622,FALSE
Bex4,X,-0.514622031583281,4.928955359365393,-4.663893152244987,4.325428527725841e-4,0.03268967757669082,-0.2897029023294895,FALSE
Mrps24,11,-0.41346987925014833,6.55208955073644,-4.717215406492856,3.9259045257204067e-4,0.030449527537771883,-0.3073220764256357,FALSE
Mcemp1,8,0.923598526844625,3.3001347899206968,4.472268334247504,6.145070324266644e-4,0.038776586963661215,-0.31548754480141117,FALSE
Fam83g,11,-2.0097192625694986,0.5361222684670066,-4.407622593715498,6.92462645164742e-4,0.04167278668748371,-0.31561555156912835,FALSE
Ankrd55,13,-1.4396568987166476,1.3005515550540665,-4.322474207457994,8.110147135209996e-4,0.04603659502646059,-0.3273598177494428,FALSE
Trat1,16,0.6780009608341153,3.1362995570636745,4.444354823224972,6.469908844390416e-4,0.03985893131195783,-0.3394570156004688,FALSE
Ache,5,-0.4228641699736375,5.361237762829012,-4.672172648514222,4.2607274359015906e-4,0.03257952702310869,-0.3403942688896331,FALSE
Gm21860,Y,-1.703613695950634,0.587929237877725,-4.3672412300543195,7.462793859460066e-4,0.043895410578787965,-0.34557348213184813,FALSE
Sirpb1a,3,-3.2911932880640693,-0.5453766161500164,-4.918057774797995,2.7340696499901957e-4,0.025385836700158964,-0.36109417950806044,FALSE
Msi2,11,-0.5347332670546656,4.498539040082687,-4.580870625677879,5.033436356349536e-4,0.03595035120669649,-0.37031309231688514,FALSE
Iba57,11,-0.4988733030909236,4.835361864560683,-4.607032976722057,4.798206745474542e-4,0.03484126923156929,-0.38071834417849715,FALSE
Ppme1,7,0.5567313927246866,3.7852286035464955,4.495862684508578,5.883662407982349e-4,0.038447090846073825,-0.38789428143762184,FALSE
Gm15892,11,1.1676590446843311,1.5541097289367605,4.287844189436599,8.650486035893029e-4,0.047729324993532364,-0.39054129215489564,FALSE
Polm,11,-0.5835215870195563,3.7697238532286828,-4.472974455861536,6.137075172961948e-4,0.038776586963661215,-0.4223374815463865,FALSE
Mrps18c,5,-0.4129032487286981,6.258804998397638,-4.653429504984962,4.408658612871293e-4,0.032935720292364336,-0.4255567115326171,FALSE
Ccm2,11,0.4140113005982071,5.804969210560248,4.6393106031200055,4.5236040080391616e-4,0.033601330571714896,-0.4345447796712323,FALSE
